STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA,,
8989,ILE D'ORLEANS,QC,QUEBEC,QUÉBEC,CAN,46.99666666666667,-70.80833333,EST,3.6,70132G9,WER,71424,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-05 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1992-12-05 00:00,2025-11-06 00:00,,,Y,N,N,,
8999,CAP-MADELEINE,QC,QUEBEC,QUÉBEC,CAN,49.25083333333333,-65.32472222,EST,29,7051163,WSF,71425,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-30 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1992-12-30 00:00,2025-11-06 00:00,,,Y,N,Y,,
9001,CAP-D'ESPOIR,QC,QUEBEC,QUÉBEC,CAN,48.419444444444444,-64.31694444,EST,15.4,7051050,WRZ,71429,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-02 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1992-12-02 00:00,2025-11-06 00:00,,,Y,N,Y,,
9029,POINTE-DES-MONTS,QC,QUEBEC,QUÉBEC,CAN,49.31666666666667,-67.38111111,EST,5.9,704F0PN,WTG,71427,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-02 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1992-12-02 00:00,2025-11-06 00:00,,,Y,N,Y,,
10247,ILE AUX GRUES,QC,QUEBEC,QUÉBEC,CAN,47.07361111111111,-70.53305556,EST,18.3,701LBPH,WIG,,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,2018-05-14 00:00,2025-11-06 00:00,,,,,,,
10732,NICOLET,QC,QUEBEC,QUÉBEC,CAN,46.225833333333334,-72.65722222,EST,8,7025442,WNQ,71723,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-31 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-31 00:00,2025-11-06 00:00,,,Y,N,N,,
10761,MCTAVISH,QC,QUEBEC,QUÉBEC,CAN,45.50474166666667,-73.57916667,EST,72.8,7024745,WTA,71612,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-07-26 00:00,2025-11-06 00:00,,,Y,N,N,,
10762,STE-CLOTILDE,QC,QUEBEC,QUÉBEC,CAN,45.16722222222222,-73.67888889,EST,53,7027039,WIT,71614,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-31 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-31 00:00,2025-11-06 00:00,,,Y,N,Y,,
10763,ILES DE LA MADELEINE,QC,QUEBEC,QUÉBEC,CAN,47.42527777777778,-61.77472222,AST,7.6,7053KGR,WGR,71710,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-09-30 20:00,2025-11-06 12:30,1993-09-30 20:00,2025-11-06 12:30,1995-03-01 00:00,2025-11-06 00:00,,,Y,N,Y,,
10764,TROIS-RIVIERES,QC,QUEBEC,QUÉBEC,CAN,46.353611111111114,-72.51611111,EST,6,7018562,WTY,71724,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-31 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-31 00:00,2025-11-06 00:00,2005-01-01 00:00,2005-12-01 00:00,Y,N,Y,,
10791,MATAGAMI,QC,QUEBEC,QUÉBEC,CAN,49.757783333333336,-77.79307222,EST,281,7094637,GMG,71821,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-07 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1992-12-07 00:00,2025-11-06 00:00,,,Y,N,Y,,
10797,MISTOOK,QC,QUEBEC,QUÉBEC,CAN,48.598333333333336,-71.71583333,EST,112.5,7065012,WIX,71381,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-12-30 00:00,2025-11-06 00:00,,,Y,N,N,,
10801,LAC MEMPHREMAGOG,QC,QUEBEC,QUÉBEC,CAN,45.266666666666666,-72.16666667,EST,208.7,702CFGG,WTT,,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,2018-05-14 00:00,2025-11-06 00:00,,,Y,N,N,,
10815,FRELIGHSBURG,QC,QUEBEC,QUÉBEC,CAN,45.03333333333333,-72.85,EST,224,7022579,WFQ,71373,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-31 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-31 00:00,2025-11-06 00:00,,,Y,N,N,,
10843,L'ACADIE,QC,QUEBEC,QUÉBEC,CAN,45.29388888888889,-73.34944444,EST,43.8,702LED4,WIZ,71372,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-07-06 00:00,2025-11-06 00:00,,,Y,N,Y,,
10849,ROUYN,QC,QUEBEC,QUÉBEC,CAN,48.24583333333333,-79.03416667,EST,318,7086716,WUY,71734,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-07-26 00:00,2025-11-06 00:00,,,Y,N,Y,,
10869,CAP-TOURMENTE,QC,QUEBEC,QUÉBEC,CAN,47.07861111111111,-70.78083333,EST,6,7041JG6,WTN,71384,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-26 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-26 00:00,2025-11-06 00:00,,,Y,N,N,,
10871,L'ETAPE,QC,QUEBEC,QUÉBEC,CAN,47.562222222222225,-71.22888889,EST,791.2,7015791,WPD,71382,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-26 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-26 00:00,2025-11-06 00:00,2005-01-01 00:00,2005-11-01 00:00,Y,N,N,,
10872,NORMANDIN,QC,QUEBEC,QUÉBEC,CAN,48.84166666666667,-72.54694444,EST,137.2,7065639,WOD,71379,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-31 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-31 00:00,2025-11-06 00:00,,,Y,N,N,,
10873,STE-ANNE-DE-BELLEVUE 1,QC,QUEBEC,QUÉBEC,CAN,45.42722222222222,-73.92916667,EST,39,702FHL8,WVQ,71377,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-08-26 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-08-26 00:00,2025-11-06 00:00,,,Y,N,N,,
10874,BONNARD 1,QC,QUEBEC,QUÉBEC,CAN,50.72888888888889,-71.01305556,EST,498,7060826,WKD,71383,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-12-30 00:00,2025-11-06 00:00,,,Y,N,N,,
10875,LA TUQUE,QC,QUEBEC,QUÉBEC,CAN,47.41111111111111,-72.7875,EST,168.9,707DBD4,WDQ,71378,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 01:33,2025-11-06 12:30,1994-02-01 01:33,2025-11-06 12:30,1994-07-06 00:00,2025-11-06 00:00,,,Y,N,Y,,
10898,NEW CARLISLE 1,QC,QUEBEC,QUÉBEC,CAN,48.011944444444445,-65.33166667,EST,46.4,7055422,WOC,71619,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1993-11-12 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1993-11-12 00:00,2025-11-06 00:00,,,Y,N,N,,
10937,ILE AUX PERROQUETS,QC,QUEBEC,QUÉBEC,CAN,50.22083333333333,-64.20722222,EST,9,7043B79,WQR,71375,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 07:00,2025-11-06 12:30,1994-02-01 07:00,2025-11-06 12:30,1994-07-14 00:00,2025-11-06 00:00,,,Y,N,N,,
10938,ILE BICQUETTE,QC,QUEBEC,QUÉBEC,CAN,48.41555555555556,-68.89277778,EST,7,705LKPQ,WQO,71385,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-03 09:00,2025-11-06 12:30,1994-02-03 09:00,2025-11-06 12:30,1994-07-14 00:00,2025-11-06 00:00,,,Y,N,N,,
10963,CAP-ROUGE,QC,QUEBEC,QUÉBEC,CAN,48.37416666666667,-70.53527778,EST,7.3,7041166,WQM,71186,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-03 10:00,2025-11-06 12:30,1994-02-03 10:00,2025-11-06 12:30,1994-07-14 00:00,2025-11-06 00:00,,,Y,N,N,,
10964,POINTE CLAVEAU,QC,QUEBEC,QUÉBEC,CAN,48.26027777777778,-70.11444444,EST,4,704607C,WQV,71189,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-07-14 00:00,2025-11-06 00:00,,,Y,N,N,,
10966,POINTE DE L'ISLET,QC,QUEBEC,QUÉBEC,CAN,48.135555555555555,-69.71638889,EST,7,7046059,WQD,71190,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-09-19 14:00,2025-11-06 12:30,1994-09-19 14:00,2025-11-06 12:30,1995-11-08 00:00,2025-11-06 00:00,,,Y,N,N,,
10975,LAC SAINT-PIERRE,QC,QUEBEC,QUÉBEC,CAN,46.18333333333333,-72.91666667,EST,16.2,701LP0N,WBS,71198,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-15 05:54,2025-11-06 12:30,1994-02-15 05:54,2025-11-06 12:30,1995-02-16 00:00,2025-11-06 00:00,,,Y,N,N,,
10977,LONGUE-POINTE-DE-MINGAN,QC,QUEBEC,QUÉBEC,CAN,50.271388888888886,-64.22638889,EST,11,7044328,WBT,71512,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-01-27 00:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-01-27 00:00,2025-11-06 00:00,,,Y,N,N,,
10982,ST-ANICET 1,QC,QUEBEC,QUÉBEC,CAN,45.12083333333333,-74.28944444,EST,49.1,702FQLF,WBZ,71712,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00,2025-11-06 12:30,1994-02-01 02:00,2025-11-06 12:30,1994-07-06 00:00,2025-11-06 00:00,,,Y,N,N,,
26777,BEAUCEVILLE,QC,QUEBEC,QUÉBEC,CAN,46.205,-70.785,EST,229.2,7028754,WHV,71323,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-07-28 00:00,2025-11-06 12:30,1994-07-28 13:00,2025-11-06 12:30,1994-07-28 00:00,2025-11-06 00:00,,,Y,N,N,,
26778,LAC BENOIT,QC,QUEBEC,QUÉBEC,CAN,51.5325,-71.11083333,EST,549,706I001,WDE,71520,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-09-19 11:00,2025-11-06 12:30,1994-09-19 11:00,2025-11-06 12:30,1995-11-09 00:00,2025-11-06 00:00,,,Y,N,N,,
26797,CHAMOUCHOUANE,QC,QUEBEC,QUÉBEC,CAN,49.27861111111111,-73.35555556,EST,303.8,7061288,WEE,71523,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-06-23 08:00,2025-11-06 12:30,1994-06-23 08:00,2025-11-06 12:30,1994-07-06 00:00,2025-11-06 00:00,,,Y,N,N,,
26798,MANOUANE EST,QC,QUEBEC,QUÉBEC,CAN,50.65638888888889,-70.53194444,EST,497,706I155,WDP,71521,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-09-30 13:00,2025-11-06 12:30,1994-09-30 13:00,2025-11-06 12:30,1994-10-03 00:00,2025-11-06 00:00,,,Y,N,N,,
26889,BAIE-COMEAU,QC,QUEBEC,QUÉBEC,CAN,49.259166666666665,-68.14583333,EST,129.5,704S001,WFW,71829,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1995-05-29 16:00,2025-11-06 12:30,1995-05-29 16:00,2025-11-06 12:30,1996-01-31 00:00,2025-11-06 00:00,,,Y,N,Y,,
26892,QUEBEC/JEAN LESAGE INTL,QC,QUEBEC,QUÉBEC,CAN,46.80361111111111,-71.38166667,EST,60,701S001,WQB,71714,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-04 00:00,2025-11-06 12:30,2005-03-24 11:00,2025-11-06 12:30,1992-12-04 00:00,2025-11-06 00:00,1998-01-01 00:00,2016-03-01 00:00,Y,N,Y,,
26893,LA POCATIERE,QC,QUEBEC,QUÉBEC,CAN,47.35583333333334,-70.03194444,EST,31,7054096,WST,71713,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1996-01-18 14:00,2025-11-06 12:30,1996-01-18 14:00,2025-11-06 12:30,1996-01-31 00:00,2025-11-06 00:00,,,Y,N,Y,,
27194,POINTE-AU-PERE (INRS),QC,QUEBEC,QUÉBEC,CAN,48.513888888888886,-68.46833333,EST,4.9,7056068,WYQ,71554,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1996-10-09 15:00,2025-11-06 12:30,1996-10-09 15:00,2025-11-06 12:30,1996-10-10 00:00,2025-11-06 00:00,,,Y,N,N,,
27195,CAP-CHAT,QC,QUEBEC,QUÉBEC,CAN,49.10916666666667,-66.65444444,EST,5,705S002,WSG,71428,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1996-10-08 00:00,2025-11-06 12:30,1996-10-08 07:00,2025-11-06 12:30,1996-10-08 00:00,2025-11-06 00:00,,,Y,N,N,,
27294,ONATCHIWAY,QC,QUEBEC,QUÉBEC,CAN,48.89416666666666,-71.03166667,EST,304,7065738,WXC,71387,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1997-08-13 00:00,2025-11-06 12:30,1997-08-13 10:00,2025-11-06 12:30,1997-08-13 00:00,2025-11-06 00:00,,,Y,N,N,,
